"id","#Organism/Name","Strain","Size (Mb)","TotalScore","SequenceScore","Phylogroup","Bioproject","Biosample","Pasteur_MLST","Achtman_MLST","Patric_Serovar","Patric_Pathovar","Patric_MLST","Patric_Other_Typing","Patric_Publication","Patric_Sequencing_Centers","Patric_Sequencing_Platform","Patric_Sequencing_Depth","Patric_Assembly_Method","Patric_Isolation_Source","Patric_Isolation_Comments","Patric_Isolation_Country","Patric_Collection_Date","Patric_Geographic_Location","Patric_Host_Name","Patric_Host_Health","Patric_Disease","Patric_Body_Sample_Site","Patric_Other_Clinical","PCR_Products","Quadruplex","Clermont_Specific","PCR_Phylogroup","Mash_dist_Phylogroup","Mash_screen_Phylogroup","Abram_Concat_Phylogroup","Boolean_Mash_screen_Mash_dist","Boolean_Abram_Phylogroup_PCR_Phylogroup","Boolean_Abram_Phylogroup_Mash_screen","Boolean_Abram_Phylogroup_Mash_dist","Boolean_PCR_Phylogroup_Mash_screen","Boolean_PCR_Phylogroup_Mash_dist"
"GCA_002886745.1","Escherichia coli","YDC419","5.318919999999999","0.87","0.78","B2-1","PRJNA416908","SAMN07974458","43","131",,,"MLST.Escherichia_coli_1.131",,,"University of Maryland, School of Medicine","Illumina HiSeq","475x","SPAdes v. 3.7.1",,,"United States",,"USA: Pennsylvania","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001640245.1","Escherichia coli","WCE307","5.3608199999999995","0.89","0.66","B2-1","PRJNA295914","SAMN04457316","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000488775.1","Escherichia coli 908691","908691","5.11581","0.88","0.73","B2-1","PRJNA183828","SAMN02436734","43","131",,,"MLST.Escherichia_coli_1.131",,,"Washington University","Illumina","77x","Velvet v. 1.1.06",,,,,,"Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000780455.1","Escherichia coli","blood-11-0068","5.23632","0.94","0.75","B2-1","PRJNA248737","SAMN02801895","43","131",,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,"25373147","University of Washington","Illumina HiSeq","45x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2011","USA: Pacific Northwest","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000770285.1","Escherichia coli","MRSN22624","5.1843900000000005","0.95","0.82","B2-1","PRJNA261723","SAMN03075589","43","131",,,"MLST.Escherichia_coli_1.131",,"-","Walter Reed Army Institute of Research","Illumina MiSeq","85.0x","Newbler v. 2.7","Wound - sacrum",,"United States","1-May-14","United States","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003194345.1","Escherichia coli","E41-1","5.29104","1","0.99","B2-1","PRJNA431043","SAMN08382661","43","131",,,"MLST.Escherichia_coli_1.131",,,"shanghai 6th Peoples Hospital Affiliated to Shanghai Jiaotong University School of Medicine","Illumina HiSeq; PacBio","100.0x","HGAP3 v. 3",,,"China","2/7/17","China:Shanghai","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003206175.1","Escherichia coli","E41-2","5.16973","0.91","0.82","B2-1","PRJNA436079","SAMN08613080","43","131",,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,,"shanghai 6th Peoples Hospital Affiliated to Shanghai Jiaotong University School of Medicine","Illumina HiSeq","100.0x","SPAdes v. 3.9.0","sputum",,"China","1/17/17","China: Shanghai","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002886825.1","Escherichia coli","YD439","5.28213","0.87","0.79","B2-1","PRJNA416908","SAMN07974455","43","131",,,"MLST.Escherichia_coli_1.131",,,"University of Maryland, School of Medicine","Illumina HiSeq","551x","SPAdes v. 3.7.1",,,"United States",,"USA: Pennsylvania","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000779935.1","Escherichia coli","blood-10-1610","5.50875","0.95","0.79","B2-1","PRJNA248737","SAMN02801890","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","66x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2010","USA: Pacific Northwest","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000779775.1","Escherichia coli","blood-10-1607","5.50928","0.93","0.73","B2-1","PRJNA248737","SAMN02801889","43","131",,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,"25373147","University of Washington","Illumina HiSeq","42x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2010","USA: Pacific Northwest","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003007995.1","Escherichia coli","BA14244","5.34921","0.93","0.71","B2-1","PRJNA437039","SAMN08637777","43","131",,,"MLST.Escherichia_coli_1.131",,,"Christian Medical College","IonTorrent","64x","SPAdes v. v5.0.0.0","blood",,"India","2016","India: Vellore","Human, Homo sapiens","Blood stream infection",,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001521615.1","Escherichia coli","GN04094","5.18938","0.84","0.57","B2-1","PRJNA290784","SAMN04388566",,,,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003008245.1","Escherichia coli","BA9313","5.312469999999999","0.92","0.78","B2-1","PRJNA437039","SAMN08637776","-","131",,,"MLST.Escherichia_coli_1.131",,,"Christian Medical College","IonTorrent","70x","SPAdes v. v5.0.0.0","blood",,"India","2016","India: Vellore","Human, Homo sapiens","Blood stream infection",,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001306605.1","Escherichia coli","UCD-JA33","5.46172","0.95","0.79","B2-1","PRJNA295421","SAMN04054196","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001030675.1","Escherichia coli","BIDMC113","5.49783","0.99","0.95","B2-1","PRJNA271899","SAMN03280217","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001030625.1","Escherichia coli","BIDMC111","5.47383","0.98","0.94","B2-1","PRJNA271899","SAMN03280215","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003075555.1","Escherichia coli","AR_0378","5.49616","1","0.99","B2-1","PRJNA316321","SAMN07291521","43","131",,,"MLST.Escherichia_coli_1.131",,,"FDA/CDC","Pacbio; Illumina","14.88x","SMRT v. 2.3.0; HGAP v. 3.0; SPAdes v.",,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002996945.1","Escherichia coli","AR_0081","5.29638","1","0.99","B2-1","PRJNA292904","SAMN04014922","43","131",,,"MLST.Escherichia_coli_1.131",,,"Centers for Disease Control and Prevention","PacBio RSII","150x","canu v. 1.6",,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000692795.1","Escherichia coli UCI 51","UCI 51","5.31384","0.98","0.93","B2-1","PRJNA234124","SAMN02581257","-","131",,,"MLST.Escherichia_coli_1.131",,"-","Broad Institute","Illumina","150.0x","allpaths v. R48559","urine",,"United States",,"California, USA","Human, Homo sapiens",,,,"hospital location:non ICU","trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_900041715.1","Escherichia coli","E. coli ErtS","5.397","1","0.99","B2-1","PRJEB12281","SAMEA3724850","-","131",,,,,,,,,,,,,,,,,,,,"trpA, trpA, trpBA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001517685.1","Escherichia coli","E. coli ErtR","5.23503","0.94","0.77","B2-1","PRJEB11796","SAMEA3720091",,,,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003028695.1","Escherichia coli 55989","55989","4.98988","0.85","0.92","B2-1","PRJNA389368","SAMN07196158","43","131",,,"MLST.Escherichia_coli_1.131",,,"Rehman Medical Institute","Illumina MiSeq","30X","SPAdes v. 3.10.1","urine",,"Pakistan","6-Dec-16","Pakistan: Sheikh Zaid Hospital, Lahore","Human, Homo sapiens","Urinary tract infection",,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002152175.1","Escherichia coli","UCI104","5.4359800000000025","0.88","0.62","B2-1","PRJNA271899","SAMN04521854","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002588125.1","Escherichia coli","FDAARGOS_441","5.19374","1","0.99","B2-1","PRJNA231221","SAMN07312485","-","131",,,"MLST.Escherichia_coli_1.131",,,"US Food and Drug Administration","PacBio; Illumina","15.79x","SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0","urine",,"Canada","Jan-15","Canada:BC","Human, Homo sapiens",,,,"host_description:Not applicable","trpA, trpA, trpBA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_003175395.1","Escherichia coli","TUM11481","4.98719","0.96","0.85","B2-1","PRJDB6851","SAMD00115671","43","131",,,"MLST.Escherichia_coli_1.131",,,"Toho University","illumina MiSeq","61.1x","SPAdes v. 3.11",,,"Japan","12/6/12","Japan","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001620935.1","Escherichia coli","GN04472","5.04937","0.85","0.62","B2-1","PRJNA290784","SAMN04393243","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001621465.1","Escherichia coli","GN05367","5.01745","0.88","0.71","B2-1","PRJNA290784","SAMN04393275","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001621975.1","Escherichia coli","GN06047","5.00502","0.89","0.74","B2-1","PRJNA290784","SAMN04393301","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001029415.1","Escherichia coli","NA097","5.18855","0.91","0.74","B2-1","PRJNA264948","SAMN03144582","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000780615.1","Escherichia coli","upec-143","5.16973","0.92","0.79","B2-1","PRJNA248737","SAMN02801957","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","50x","ABYSS v. 1.3.5","patient with urinary tract infection",,"United States","2011","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_900166685.1","Escherichia coli","2","5.12892","0.92","0.76","B2-1","PRJEB15588","SAMEA4483467","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001621855.1","Escherichia coli","GN05918","5.1669800000000015","0.89","0.66","B2-1","PRJNA290784","SAMN04393295","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000488395.1","Escherichia coli 907701","907701","5.030819999999999","0.84","0.67","B2-1","PRJNA183807","SAMN02436804","43","131",,,"MLST.Escherichia_coli_1.131",,,"Washington University","Illumina","79x","Velvet v. 1.1.06",,,,,,"Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002886245.1","Escherichia coli","YD789","5.14454","0.88","0.8","B2-1","PRJNA416908","SAMN07974483","43","131",,,"MLST.Escherichia_coli_1.131",,,"University of Maryland, School of Medicine","Illumina HiSeq","331x","SPAdes v. 3.7.1",,,"United States",,"USA: Pennsylvania","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001521675.1","Escherichia coli","GN05793","4.97355","0.9","0.71","B2-1","PRJNA290784","SAMN04388579","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002012205.1","Escherichia coli","Ecol_867","5.0658","1","0.99","B2-1","PRJNA316786","SAMN05511148","43","131",,,,,,"University of Oxford","PacBio","XX","HGAP v. unspecified",,,"Canada","2013","Canada: Toronto","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001521655.1","Escherichia coli","GN05779","5.1373","0.9","0.68","B2-1","PRJNA290784","SAMN04388578","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000692615.1","Escherichia coli BIDMC 76","BIDMC 76","5.04001","0.94","0.94","B2-1","PRJNA234164","SAMN02581297","43","131",,,"MLST.Escherichia_coli_1.131",,"-","Broad Institute","Illumina","56.0x","allpaths v. R48559","URINE",,"United States","2013","Boston, MA, USA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000782615.1","Escherichia coli","blood-08-1318","5.07704","0.95","0.78","B2-1","PRJNA248737","SAMN02801822","43","131",,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,"25373147","University of Washington","Illumina HiSeq","36x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2008","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000782535.1","Escherichia coli","blood-08-1447","5.05013","0.95","0.82","B2-1","PRJNA248737","SAMN02801826","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","28x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2008","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000952225.1","Escherichia coli","MNCRE47","5.0935","0.85","0.72","B2-1","PRJNA272863","SAMN03333144","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000952385.1","Escherichia coli","MNCRE45","5.17725","0.87","0.69","B2-1","PRJNA272863","SAMN03333146","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000931565.1","Escherichia coli","MNCRE44","5.292269999999999","1","0.99","B2-1","PRJNA272863","SAMN03287565","43","131",,"UPEC",,,"2,585,884,426,438,490","University of Minnesota","Illumina MiSeq 2x300; PacBio","125x; 100x","CLC Genomics Workbench v. 7; HGAP v. 3","sputum",,"United States","Apr-12","USA: Minnesota","Human, Homo sapiens","sepsis",,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000952305.1","Escherichia coli","MNCRE46","5.18004","0.83","0.71","B2-1","PRJNA272863","SAMN03333143","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002887185.1","Escherichia coli","YDC304","5.27619","0.87","0.77","B2-1","PRJNA416908","SAMN07974449","43","131",,,"MLST.Escherichia_coli_1.131",,,"University of Maryland, School of Medicine","Illumina HiSeq","475x","SPAdes v. 3.7.1",,,"United States",,"USA: Pennsylvania","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000780375.1","Escherichia coli","blood-B-11-184","5.36094","0.93","0.73","B2-1","PRJNA248737","SAMN02801906","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","42x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2011","USA: Pacific Northwest","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000779265.1","Escherichia coli","blood-11-0254","5.34403","0.95","0.78","B2-1","PRJNA248737","SAMN02801896","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","48x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2011","USA: Pacific Northwest","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002886725.1","Escherichia coli","YDC462","5.11659","0.86","0.75","B2-1","PRJNA416908","SAMN07974459","43","131",,,"MLST.Escherichia_coli_1.131",,,"University of Maryland, School of Medicine","Illumina HiSeq","481x","SPAdes v. 3.7.1",,,"United States",,"USA: Pennsylvania","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001519935.1","Escherichia coli","GN02567","5.22394","0.88","0.61","B2-1","PRJNA290784","SAMN03922999","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001621565.1","Escherichia coli","GN05509","5.12796","0.9","0.68","B2-1","PRJNA290784","SAMN04393280","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001621245.1","Escherichia coli","GN04805","5.15015","0.91","0.73","B2-1","PRJNA290784","SAMN04393262","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520515.1","Escherichia coli","GN02422","5.09521","0.9","0.69","B2-1","PRJNA290784","SAMN03922973","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520095.1","Escherichia coli","GN02620","5.0013","0.85","0.62","B2-1","PRJNA290784","SAMN03922949",,,,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520655.1","Escherichia coli","GN02779","5.08226","0.89","0.66","B2-1","PRJNA290784","SAMN04388541","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001620925.1","Escherichia coli","GN04428","5.10539","0.84","0.58","B2-1","PRJNA290784","SAMN04393241","43","131",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000782495.1","Escherichia coli","blood-08-1463","5.07607","0.95","0.79","B2-1","PRJNA248737","SAMN02801828","-","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","65x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2008","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000782515.1","Escherichia coli","blood-08-1462","5.06227","0.93","0.8","B2-1","PRJNA248737","SAMN02801827","43","131",,,"MLST.Escherichia_coli_1.131",,"25373147","University of Washington","Illumina HiSeq","23x","ABYSS v. 1.3.5","blood from patient with bacteremia",,"United States","2008","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
